"card","reports","age","income","share","expenditure","owner","selfemp","dependents","months","majorcards","active"
1,0,28.91667,3.7,0.05220054,875.8884,1,0,1,24,1,4
1,0,35.16667,10.5,0.03028024,171.5125,0,0,2,48,1,4
0,0,46.33333,3.05,0.08436351,8.125,1,0,0,96,0,10
0,0,39.41667,2.4,0.0003428572,384.1725,0,0,1,54,1,0
1,0,25.91667,3,0.061896,1774.356,1,0,3,36,1,16
1,0,19.08333,2.6,0.1316562,285.255,1,0,0,87,1,11
1,0,27.58333,7.8,0.01495,43.03917,1,1,0,60,1,13
1,0,46.25,6.8,0.1067854,249.1658,0,0,0,50,1,2
1,0,47.16667,4.74,0.01680412,124.4758,1,0,0,10,1,0
1,0,25.41667,2.45,0.09007061,737.0808,0,0,0,10,1,6
1,0,51.33333,2.5,0.0121468,238.3275,0,0,1,12,0,5
0,0,41,1.548,0.1168532,0,0,0,2,12,1,0
1,0,26.08333,2.5,0.0637624,37.015,1,0,0,36,1,13
1,0,32.41667,2.75,0.333848,896.9384,1,0,5,27,1,9
0,2,41.75,3.5,0.0003636364,0,1,0,2,132,1,19
1,3,32.75,2.4,0.06044576,166.0592,0,0,1,2,0,5
1,0,23.25,1.8769,0.07491956,143.4292,0,0,2,12,1,3
1,0,34.58333,1.8,0.08336612,142.9508,0,0,0,24,1,3
1,0,21.08333,2.2,0.0001428571,577.9833,0,0,2,143,1,6
1,0,25.83333,4.8,0.06658583,266.3433,0,0,0,87,1,9
1,0,21.83333,2.04,6e-04,30.0525,1,0,0,105,1,0
0,0,36.5,1.68,0.138147,0,1,0,0,44,1,9
1,0,24,3,0.05255475,121.6333,0,0,2,3,0,0
0,0,63.75,6,0.0004848485,0,0,0,0,50,1,14
1,0,23.83333,3.5,0.054492,158.6017,0,0,0,6,1,3
0,0,24.5,1.8,0.1705402,68.54583,0,0,0,48,1,10
1,0,35,5.5,0.07795545,356.8792,0,0,0,50,1,0
1,1,20.66667,2.7495,0.100224,167.04,1,0,0,151,1,1
1,2,53,7.1195,0.0005333333,35.675,1,0,3,96,1,6
0,2,42.66667,2.59,0.007309545,0,0,0,0,96,1,3
1,1,32.08333,5.49,0.2400213,351.3633,0,0,0,6,1,0
1,0,34.08333,4.85,0.01792304,30.0525,0,0,2,124,1,4
1,0,37.16667,2.825,0.06534584,91.4125,1,0,0,6,1,0
0,1,27.08333,2.7,0.0008275862,0,0,0,1,242,1,4
0,0,56,1.45,0.0008275862,0,1,0,0,242,1,4
1,0,29.83333,1.8,0.1085196,220.8942,1,0,2,84,1,13
0,0,25.25,2,0.02479182,0,1,0,2,72,1,0
1,0,19.16667,1.9,0.1506275,448.0233,1,0,0,192,1,3
1,4,40.08333,2.62,0.07481575,248.7192,1,0,2,6,1,9
1,0,25.16667,1.5,0.02655333,400.0708,1,0,1,136,0,11
1,0,45.75,1.434,0.02690671,149.0967,1,0,2,14,0,9
1,0,23.08333,3.7,0.03642203,0,0,0,0,12,1,17
1,1,22,1.75,0.6214691,906.3092,1,0,3,2,1,0
1,0,32.66667,1.59,0.000754717,777.8217,0,0,0,87,1,7
0,0,25.91667,2.07,0.002791667,0,0,0,0,6,1,7
1,0,34.75,5.1,0.1696612,721.06,1,0,1,15,1,9
0,3,40.5,4.0128,0.0002990431,0,0,0,1,12,0,0
1,0,25.08333,2.65,0.009650944,20.47917,0,0,1,12,1,1
1,1,19.41667,1.8,0.08415,203.8917,0,0,0,3,1,11
0,0,30,4.0188,0.3527866,5.520833,1,0,0,144,0,2
1,1,29.33333,2.5,0.0032,5.833333,0,0,1,24,1,2
1,0,30.41667,2,0.2115316,78.885,0,0,3,24,1,5
1,0,47,2.4,0.006584255,20.25,0,0,2,54,0,1
1,1,42.75,1.8,0.03806583,0,1,1,2,54,1,22
1,0,44.5,2.23,0.2008407,493.7333,0,0,0,12,1,13
1,0,37.66667,2.7456,0.0775176,4.583333,1,1,0,168,1,13
1,0,19.83333,2.5685,0.02366667,42.51667,0,0,0,50,0,3
1,0,31.75,2.9,0.09045292,151.0325,1,0,0,60,1,0
1,0,22.91667,1.56,0.000625,128.0725,0,0,0,6,0,4
1,0,19.08333,2,6e-04,0,1,1,1,87,1,2
1,0,23,2.9,0.0004137931,105.095,1,0,1,12,1,0
1,0,32.66667,1.7,0.07111514,11.7125,1,0,2,8,1,15
1,0,37.16667,3.84,0.0118375,37.71333,1,0,0,12,1,8
1,0,63.41667,2.1375,0.0005614035,199.795,0,0,0,108,1,15
0,0,22.33333,2.13,0.0006666667,37.08333,0,0,0,13,1,0
0,0,24.33333,2.2,0.0005454546,0,0,0,0,16,1,0
1,0,41.08333,5.4,0.0055,268.7242,1,0,4,9,1,4
0,0,28.16667,1.548,0.1137675,0,0,0,1,5,1,1
0,1,52.33333,2,0.1696903,0,1,0,3,18,1,7
1,0,28,3.1,0.2248926,580.9725,1,0,0,7,1,13
1,0,28.75,2.5,0.01238,25.29167,1,0,1,27,1,7
0,0,39.08333,5.1,0.3961604,210.2283,0,0,0,33,0,16
0,0,32.25,2,0.0007751938,0,1,0,3,24,0,2
1,0,33.25,4.0128,0.02599111,0,0,0,0,16,1,9
0,6,58.08333,4.4,0.03811111,0,1,0,2,29,1,4
0,0,23.25,2.25,0.01221235,0,1,0,4,12,1,14
1,0,35.25,1.7,0.0007058823,0,1,0,0,135,1,25
0,0,52.33333,3.328,0.02882272,0,0,0,1,243,1,5
0,0,33.83333,3,0.004564103,6.5,0,0,2,147,1,2
1,0,48.16667,1.7,0.002148035,7.083333,1,0,0,108,0,18
1,0,23.58333,4.9,0.000244898,58.99083,0,0,1,6,1,0
1,0,40.08333,2.2224,0.3980818,79.51083,1,0,2,3,0,0
1,0,32.41667,6.1064,0.09011575,544.5208,0,0,1,67,0,7
1,0,34.25,2.625,5e-04,0,0,0,0,20,1,2
1,2,21.5,2.1,0.0007692308,314.4908,1,0,0,1,0,4
1,1,27.83333,2.3,0.03489609,160.875,1,0,3,24,1,3
1,1,43.91667,2.8,0.01856679,144.3975,0,0,0,147,1,1
1,0,24.25,1.6,0.3755244,42.51667,0,0,0,48,0,0
1,0,45.75,5,0.1619782,674.9092,1,0,4,132,1,9
1,0,26.91667,1.9,0.2145995,364.8192,0,0,0,24,1,10
1,0,50,4.8,0.09626533,360.995,1,0,3,47,1,9
1,0,19.83333,1.92,0.000625,101.2983,0,0,2,6,0,4
0,0,40.33333,3.4,0.0003529412,0,1,0,3,24,0,9
1,0,34.16667,3.4,0.0006153846,287.7583,0,0,0,68,1,9
0,0,40,3.1,0.02359458,46.60583,1,0,0,158,1,5
0,0,65.91666,1.8829,3e-04,0,0,0,1,3,0,19
1,0,21.83333,2.4,0.02673974,69.27333,0,0,0,105,0,1
1,0,22.66667,2.5,0.00048,154.74,0,0,0,27,1,0
0,0,26.83333,1.84,0.0006521739,0,0,1,2,30,1,0
1,1,36.5,1.68,0.0791488,164.81,1,0,0,44,1,11
0,0,28.83333,5.1,0.02974648,0,1,0,2,16,1,19
1,0,18.75,1.968,0.0193976,304.895,1,0,0,138,1,3
1,0,34,2.4,0.07138018,321.2108,0,0,0,24,0,0
1,0,30.58333,2.5,0.08686655,0,0,0,0,12,1,8
1,0,33.33333,2.1,0.006554524,22.3575,1,0,0,24,0,5
1,1,32.75,6,0.4258454,1774.356,0,0,0,6,0,1
1,0,33.08333,1.56,0.06123782,70.285,1,0,1,72,1,13
1,0,31.91667,4.07,4e-04,233.0417,0,0,0,12,0,0
1,1,20.58333,2.7,0.02812798,68.53333,0,0,0,147,1,22
0,0,27.5,2.04,6e-04,0,1,0,0,7,1,12
1,0,60.25,2.8,0.05111367,101.8542,1,0,0,232,1,11
1,0,24.83333,2.6,0.1706156,881.2642,0,0,0,12,1,16
1,0,24.25,2.19,0.02122066,37.08333,0,0,0,6,1,0
0,0,26.16667,2.466,0.000486618,0,0,0,0,36,1,6
1,0,48.16667,4.9,0.2265,434.125,1,0,0,72,1,0
1,0,25.25,1.76,0.08191958,163.8392,0,0,0,28,0,1
0,0,69.75,3.7,0.1221516,0,1,0,0,528,1,5
1,0,34.33333,4.5,0.0032,7.083333,1,1,1,180,0,5
1,0,54.08333,5.7,0.009122,219.2717,1,0,1,102,0,13
1,0,44.91667,2.1,0.06735965,127.9833,1,0,1,48,1,15
1,0,33.75,12.4999,0.2975549,161.1617,1,0,1,30,1,6
1,0,61.16667,2.6,0.0457034,1786.277,0,0,0,6,0,0
0,3,36.91667,2.6,0.1550486,0,1,0,0,54,1,6
1,4,40.41667,2.448,0.1119048,426.4467,1,0,1,41,1,12
0,0,29,5.5,0.0001764706,0,0,1,1,30,1,5
0,1,35.83333,3.836,0.0001764706,0,1,0,1,6,0,0
1,0,19.08333,2.6,0.1316562,435.9908,1,0,1,87,1,2
1,0,23.83333,5,0.05125828,58.08083,0,0,0,33,1,0
1,0,34.91667,3.374,0.18692,103.3283,0,0,2,10,1,4
1,0,37.75,5.5,0.2309477,2001.547,0,0,2,9,0,0
0,0,31.83333,1.56,0.0003234589,0,1,0,2,46,1,3
1,0,46.33333,3.05,0.003491803,8.125,1,0,3,15,0,4
1,0,23.08333,3,0.02586333,63.99166,0,0,2,3,1,0
1,6,29.08333,5.6335,0.01286856,48.615,1,0,0,50,0,10
0,0,23.75,1.672,0.0007177034,0,0,0,0,36,1,0
1,0,23.16667,1.6,0.1541906,205.2542,0,0,0,16,1,0
1,0,24.83333,4.16,0.0002884615,258.1667,0,1,0,30,1,0
1,0,38.75,2.8463,0.007026666,0,1,0,1,120,1,16
0,1,24.91667,3.2,0.000375,0,0,0,0,14,1,7
1,0,21.08333,2.5,0.1900073,475.0183,0,0,0,8,0,0
1,0,23.25,2.2,0.0004137931,429.905,1,0,0,12,0,0
0,0,49.83333,0.21,0.2718571,47.24166,1,0,2,42,1,14
0,0,42.83333,2.8,0.0005454546,0,0,0,4,84,1,23
0,0,22.5,2.5,0.00048,0,0,0,3,4,0,1
0,0,30.08333,2.2,0.0005454546,0,0,1,1,6,1,8
0,1,28.5,3,0.029469,0,0,0,0,12,1,5
1,0,45.58333,1.73,0.007309545,0,1,0,2,42,1,2
1,0,20.58333,1.2,0.03145,51.75,0,0,3,24,1,1
1,0,45.58333,6.8,0.1005738,569.9183,1,0,0,172,1,15
1,0,30.5,2.54,0.01972267,24.07,0,0,0,28,1,5
1,0,27.83333,2.652,0.07283182,258.8783,1,0,3,24,1,0
1,1,63.41667,3.52,0.0005614035,387.2183,1,0,0,180,1,3
0,0,31.91667,2.1,0.0005714286,0,0,0,1,63,1,2
1,0,22.83333,2.5,0.03150603,213.1292,0,0,3,6,1,5
1,3,28.08333,5.47,0.00016,87.105,1,0,0,42,1,7
0,0,31.33333,3,0.0005106383,0,0,0,3,6,0,0
0,0,22.08333,1.65,0.0005929733,63.99166,0,0,0,3,1,3
0,0,37.66667,9.2,0.08662446,64.56,1,0,2,81,1,7
1,1,54.66667,7.29,0.1065361,327.11,0,0,2,78,1,6
1,0,32.91667,2.72,0.1776717,402.7225,0,0,1,6,1,8
1,0,32.16667,9.7867,0.06705059,546.5033,1,0,2,64,1,5
1,0,26.08333,3,0.05482528,242.145,1,0,1,28,1,20
1,1,55.25,3.5,0.143523,273.49,1,0,0,84,1,17
1,0,53.66667,3.6208,0.0002870813,150.2917,1,0,1,97,1,2
1,0,26.41667,2.5,0.0193976,39.91167,1,0,5,24,1,14
1,0,25.91667,2.4,0.193378,0,0,0,1,150,1,18
0,0,39.58333,5.3726,0.04957879,0,1,0,0,12,1,0
1,1,32.83333,1.32,0.09367893,125.4817,0,0,0,6,1,2
1,0,83.5,6.3,0.04065079,821.8208,1,1,4,72,1,20
1,0,21.16667,1.8,0.1008329,201.5825,1,0,1,84,1,18
1,0,33.08333,2.8,0.205298,70.285,1,0,0,24,1,20
1,0,37.75,5,0.0452946,188.7275,1,0,4,36,1,9
1,0,28.41667,2.5,0.01421429,32.66667,0,0,0,27,1,0
1,0,34.58333,2.8463,0.007026666,15.83333,0,0,3,12,1,16
1,0,28.33333,2.65,0.007129848,38.71416,0,0,3,55,1,7
1,0,25.83333,1.6,0.09561973,0,1,0,0,12,1,0
0,4,52.75,3.1,0.0005714286,0,0,0,2,75,0,9
0,0,36.16667,4.1125,0.02962699,0,1,0,1,37,1,0
0,1,52.75,3.1,0.0004137931,0,0,0,1,12,1,9
1,0,38.08333,1.65,0.0092175,84.73167,0,0,2,3,1,12
0,0,35.91667,4.55,0.002619048,8.333333,1,1,4,59,1,13
1,0,22.33333,1.8,0.05342556,80.055,0,0,0,44,0,1
1,0,30,2.5,0.04113469,43.43667,1,0,3,50,1,14
1,0,38.75,1.6,0.09530056,142.9508,0,0,0,51,0,1
1,0,24.58333,2.7268,6e-04,0,0,0,1,18,1,0
0,0,26.75,2.05,0.8245508,0,0,0,2,53,0,4
1,0,40.5,5.05,0.0003361345,119.3017,0,0,3,31,1,10
0,2,42.08333,3.8,0.0003157895,161.1617,1,0,0,153,1,11
0,1,35.16667,1.9,0.0002798507,0,0,0,1,24,0,4
1,0,28.83333,4.2,0.008841666,130.0267,1,0,0,56,1,10
1,0,30.75,4.3,5e-04,170.1808,1,0,4,16,1,7
0,0,30.33333,4.44,0.0002702703,0,1,0,2,25,1,8
1,0,34,6.8,0.04400998,80.86833,0,0,0,33,0,16
1,0,0.5,3.05,0.05114029,144.3975,0,0,1,22,1,15
0,2,31.83333,2.4875,0.0067932,0,0,0,0,38,1,0
1,0,34.66667,2.4,0.0140794,119.3017,0,0,0,56,1,0
1,0,23.25,1.8,0.03875531,46.05584,0,0,1,36,0,16
1,0,39.58333,1.8,0.1132511,169.8767,1,0,1,4,1,8
1,0,38.16667,5.1,0.03098167,46.05584,0,0,0,4,1,7
1,0,39.75,5.2,0.1090841,182.825,1,0,1,49,1,0
1,1,30.41667,4.15,0.0032,5.833333,0,0,1,150,1,6
1,0,25.41667,2.1,0.0005929733,145.3792,1,0,0,14,1,3
1,0,23,1.638,0.111475,167.2125,1,0,0,6,0,2
1,0,22,2.7,0.08686655,105.2833,0,0,0,15,1,6
0,6,35.58333,4,3e-04,0,0,0,0,29,0,13
0,0,28.66667,2.95,0.0003692308,0,0,0,0,209,1,7
0,0,37,2.1,0.000375,0,0,0,0,14,1,2
1,0,32.16667,4.5,0.1178903,294.5592,1,0,2,9,1,10
0,6,36.91667,2.45,0.0001714286,0,1,0,1,3,1,11
0,0,19.41667,4.1,0.115781,0,1,0,0,6,1,5
1,0,44.25,3.5,0.08228679,191.8358,0,0,6,207,1,13
0,1,29.08333,2.2,0.0005454546,0,0,0,0,9,1,0
1,0,26.75,5.77,0.07547747,362.7542,1,0,1,24,1,11
1,0,32.25,1.6,0.08052638,163.18,0,0,2,18,1,2
0,2,37.33333,7,0.0004137931,0,1,0,1,14,1,21
1,0,26.75,3.7,0.0005504587,61.33333,0,0,0,10,1,4
1,2,42.16667,7,0.221529,57.44083,0,1,0,29,1,9
1,0,28.16667,3.6,0.8245508,1786.277,0,0,0,6,1,0
1,0,38.16667,2.6,0.0637624,552.3417,0,0,0,14,1,13
0,0,48.25,5,0.0219424,0,0,0,3,60,1,0
1,0,34.66667,3.5,0.06658583,146.4275,1,0,3,15,1,11
1,0,31.16667,2.45,0.1235615,111.8183,1,0,0,42,1,11
1,0,25.66667,2.2,0.0001200012,0,1,0,2,8,0,0
1,0,26.16667,4,0.1486019,396.2717,1,0,2,12,0,0
1,0,25.25,3.54,0.006866666,121.0558,0,0,0,4,1,0
1,0,49.16667,3.1144,0.007138088,21.465,1,0,1,154,1,2
0,1,35,2.25,0.0005333333,0,0,0,1,84,1,3
1,1,48.66667,6,0.1770172,113.75,1,0,0,60,1,12
0,1,24.58333,1.68,0.0007142857,0,0,0,2,2,1,8
1,1,29.58333,2.5,0.01527,29.95667,0,0,0,131,1,15
1,0,41.41667,2.75,0.01023563,26.87833,1,0,1,27,1,11
1,0,28.25,6,0.07896433,394.5717,0,0,0,48,1,5
1,0,24.25,1.75,0.06996286,906.3092,0,0,0,60,1,0
0,0,35.25,1.7,0.0002666667,0,1,0,0,228,1,25
1,0,26.41667,2.5,0.3755244,500.6158,0,0,0,84,1,4
1,0,28.83333,2.55,0.1429055,89.955,0,0,1,60,0,0
1,0,30.33333,3.26,0.05273589,73.7975,0,0,0,30,1,18
1,0,22.83333,2.67,0.100191,146.4417,0,0,0,30,1,25
1,0,38.5,3.2618,0.0004316547,0,0,0,0,6,1,0
1,6,58.08333,5.6335,0.02659568,97.18417,1,1,1,132,1,10
1,10,43.25,3.2,0.00024,38.9975,1,0,4,24,1,19
0,0,39.33333,3.2,0.000375,0,1,0,0,30,0,0
0,0,23.91667,1.636,0.08745825,0,1,0,1,50,1,8
1,0,30.08333,6.8,0.01248148,27.41667,0,1,0,6,1,31
1,0,22.25,3.5,0.2532993,590.9484,1,0,1,6,1,7
1,1,31.58333,3.4224,0.1429055,82.65916,1,0,1,60,1,7
1,0,38.41667,6.5,0.02921738,157.8442,1,0,3,240,1,2
1,0,20.5,2,0.08519435,63.55167,0,0,0,111,1,0
1,1,49.16667,3.58,0.008495376,154.8592,1,0,2,288,0,6
1,0,25.91667,2.5,0.02125,44.02083,1,0,1,24,1,10
0,1,28,2,8e-04,0,0,0,1,121,0,0
0,0,25.25,3.1475,0.002627389,0,0,0,3,36,1,4
1,0,34.41667,5,0.1640628,683.4283,1,1,1,108,1,6
1,0,23.33333,2.585,0.02505764,53.645,0,0,1,8,0,4
1,0,30.33333,2.2,0.1325831,38.70833,0,0,0,13,1,5
0,0,33.58333,2.04,0.01478031,7.333333,0,0,0,24,1,19
0,0,29.25,3.192,0.0003759399,424.1767,0,0,0,12,1,5
1,0,23.83333,2.8,0.003491803,0,1,0,1,84,1,2
1,0,32.83333,3.7,0.1196407,149.5508,0,0,0,60,1,7
1,0,48.25,2.16,0.1116186,344.1575,1,0,2,2,0,0
1,0,35.91667,2.62,0.2154031,124.9833,1,0,1,54,0,0
1,0,25.5,2.8,0.005216942,461.9217,0,0,0,66,1,13
1,0,33.66667,2.8,0.0048,15,1,0,4,5,1,0
1,0,30.5,2.54,0.1065361,324.6183,1,0,0,25,1,11
1,0,32.16667,2.2,0.06938273,127.1183,1,0,0,64,0,1
1,0,23.25,2.8,0.0004285714,124.5033,0,0,1,54,0,2
1,0,24.33333,3.96,0.01257576,40.83333,0,0,0,7,1,0
1,0,29.16667,1.5896,0.07643376,271.5533,1,0,0,180,1,16
1,0,37,2.4317,0.08052638,777.8217,1,0,2,18,1,6
1,0,35.58333,2.007,0.01978,314.4908,0,0,0,65,0,18
1,0,30.5,1.78,0.0006741573,256.6642,0,0,0,24,0,20
0,0,23,2.9,0.0006060606,0,1,0,1,36,1,0
1,0,45.66667,1.73,0.03306483,0,1,0,0,42,0,6
1,0,28.83333,2.45,0.115781,78.87417,1,0,0,41,1,5
0,2,35.83333,1.908,0.02690671,0,1,0,2,69,0,12
1,0,41.16667,4,0.1139598,379.8658,1,0,1,168,1,3
0,0,27.5,4,6e-04,0,0,0,0,96,1,0
0,7,27.58333,3,0.08052638,0,0,0,3,12,1,28
1,0,39.5,9.9999,0.1235615,111.8183,1,1,0,28,1,0
0,0,25.16667,3.4,0.03124,0,0,0,0,28,1,6
1,0,56.91667,3.4838,0.0628954,182.0958,1,0,0,540,1,1
0,1,24.83333,6.2,0.00064,0,0,0,2,7,0,7
1,0,33.66667,3.5,0.131112,7.166667,1,0,0,12,1,0
1,1,35.75,4,0.02909975,82.65916,0,0,0,41,1,12
1,0,42.66667,5.14,0.1877141,49.25,1,0,2,36,1,17
1,1,46,4.506,0.0204978,502.2017,0,0,0,38,1,16
0,0,21.66667,2.55,0.0003125,0,0,0,1,60,1,7
0,0,41.08333,2,0.058608,8.333333,0,0,0,111,1,6
0,0,33.08333,1.939,0.0006188757,0,0,0,1,12,1,0
0,0,41.41667,3.5,0.3344596,8.333333,1,0,1,120,1,19
1,0,21.83333,3.67,0.02532014,42.69083,1,0,0,9,1,3
1,1,23.25,4.0128,0.1567194,417.835,0,0,0,14,1,7
1,1,24.91667,2.5,0.0003809524,476.3158,0,0,1,40,1,5
1,0,21.75,2.4663,0.2689328,162.4458,1,0,1,60,1,9
1,0,53.33333,3,0.08901566,222.5392,0,1,0,108,1,0
1,0,33.91667,5.5,0.1495691,541.2958,1,0,2,15,1,15
0,0,27.08333,4,0.2582515,0,0,0,2,100,0,6
1,0,48.91667,5.7,0.05416889,568.7742,0,0,1,36,1,0
1,0,38.83333,1.8,0.09848222,1569.677,0,0,0,117,1,14
1,0,27.75,4.6,0.1057439,405.3517,1,0,4,60,1,13
1,0,63.5,3,0.124375,310.9375,0,0,0,48,1,10
1,0,37.33333,3.9,0.0007142857,53.645,0,0,0,8,1,1
1,0,33.33333,2.1,0.1308376,228.9658,0,0,0,7,0,1
1,0,30,1.85,0.1075816,634.8625,0,0,0,60,1,12
1,1,25.16667,2.6,0.00064,9.583333,0,0,0,12,1,2
0,0,28.16667,1.6,0.0006666667,105.095,0,1,0,26,1,2
1,0,35.58333,2.6,0.192044,149.545,0,1,0,21,1,2
1,0,37.75,3.2628,0.02751957,105.325,0,0,0,12,0,1
0,0,26.08333,1.5,8e-04,0,0,0,1,30,1,2
1,0,27.75,7,0.1506275,644.8283,1,0,0,27,1,13
0,0,34.83333,3.6,0.126377,0,0,0,6,12,0,16
1,0,39.75,2,0.1696903,93.1975,0,0,0,18,1,25
1,0,20.66667,1.7,0.07420824,105.045,0,0,1,60,1,0
1,0,23.75,3.5091,0.014875,44.41333,0,0,0,22,1,8
1,0,25.75,2.8,0.02071958,438.3667,1,0,0,12,1,2
1,0,32.91667,3,0.068022,123.2225,0,0,2,12,0,0
1,0,28.16667,1.548,0.0092175,1898.033,0,0,3,5,1,1
1,0,33.25,3.18,0.1571475,517.2117,0,0,4,18,0,3
1,0,44.66667,1.85,0.3426108,527.9417,0,0,0,36,0,2
1,0,21.16667,2.75,0.02655333,32.775,1,0,0,6,1,3
0,0,25.08333,3,0.001095238,95.79916,0,0,0,8,1,4
1,0,28.25,2.98,0.01492807,187.1425,0,0,3,91,1,1
1,0,28.16667,2.8,0.096285,215.0692,0,0,0,7,1,16
1,0,22,2.1,0.179709,116.4492,0,0,0,3,1,8
1,0,23.08333,4.9,0.000244898,3.75,0,0,1,16,1,2
0,0,26.16667,2.5,0.01299352,0,0,1,0,18,1,5
0,0,40.75,6,0.06123966,88.73917,0,1,2,182,0,0
1,0,35.91667,5,0.03221615,215.7392,0,0,0,14,1,15
0,0,21.66667,5.1,4e-04,0,0,0,0,36,1,2
1,0,24.66667,3.074,0.2508032,642.4742,1,0,0,136,1,0
1,10,43.25,2.4585,0.1503596,308.0492,1,1,2,53,1,16
1,0,32.16667,3.805,0.008436268,186.3533,0,0,0,9,1,5
1,0,33,9.4,0.0001276596,56.14917,1,0,1,144,0,2
1,0,24.58333,2.725,0.05719193,24.07,0,0,0,13,1,14
1,0,38.5,2.2,0.05078546,858.3475,0,0,0,144,1,16
0,1,39.33333,2.3004,0.0005216484,0,0,1,0,5,0,4
1,0,24.25,6,0.09483,292.6633,0,0,0,62,1,11
0,0,21.41667,1.75,0.04106146,35.16833,0,0,1,7,1,0
1,0,0.5,3.05,0.1017243,127.3725,0,0,1,24,1,5
1,0,32.83333,2.55,0.04792941,101.6833,0,0,2,12,1,18
1,0,32.75,2.7161,3e-04,0,1,0,2,25,1,10
1,1,54.58333,3,0.02984697,203.3667,0,0,1,78,1,0
1,0,19.58333,3,0.07904787,108.6075,0,0,1,49,1,8
1,1,29.33333,2.4,0.0005333333,49.55583,0,0,0,30,1,9
0,3,24.91667,2.35,0.0003234589,0,0,0,2,17,1,11
1,0,30.58333,7.24,0.03904502,235.5717,1,1,0,177,1,13
1,0,41.25,4.07,0.0002735978,298.0233,1,0,2,72,1,9
0,0,34.5,3.3,0.0003636364,0,1,0,2,2,1,18
0,0,35.66667,2.304,0.1049978,0,0,0,1,84,1,10
0,1,53.66667,3.7,0.0002870813,0,0,0,2,288,1,2
1,2,34,2.5,0.2115316,0,0,0,1,6,0,3
1,0,31.75,2.8055,0.05105425,0,1,0,0,28,1,0
1,0,43.41667,2.4,0.03435875,43.43667,0,0,3,12,1,0
0,4,35.16667,7,8e-04,0,1,0,1,7,1,9
1,2,32.66667,8.4,0.1966748,1637.527,0,0,2,32,1,19
1,0,28.66667,4.22,0.0007692308,300.9942,0,0,1,12,1,2
1,1,31.16667,2,0.0005714286,474.15,1,0,0,48,1,6
1,0,25.41667,3.6,0.02882272,234.0483,1,0,2,243,1,3
1,0,38.33333,5,0.1082892,451.205,1,0,0,5,1,16
1,0,27.58333,5.43,0.05487727,33.215,0,0,0,161,1,11
1,1,35,2.5685,0.01070092,111.675,1,0,0,54,1,29
0,2,35,4.55,0.0004067797,0,1,0,3,70,1,1
0,0,28.08333,2.1,0.0004137931,0,0,0,0,36,1,3
1,0,25.16667,3.9,0.09064,147.7233,0,0,0,120,1,12
1,0,31.25,4.2,0.04768381,166.7267,1,0,2,53,1,0
1,0,23.16667,3,0.2269911,741.5042,0,0,0,60,0,0
1,0,23,3.8,0.01511711,106.1692,1,0,0,18,1,5
1,0,42.91667,2.48,0.1313552,240.2775,0,0,0,18,1,0
1,0,33.25,3.6,0.07620686,635.0508,1,0,3,66,1,5
1,0,32.83333,3,0.061896,156.0892,1,0,0,40,1,18
1,0,23.08333,7.29,0.08436351,89.37083,1,0,0,78,1,6
1,0,39.75,3.5,0.24272,101.4942,0,0,0,63,1,0
1,0,27.33333,2.4,0.2703846,227.3683,0,0,0,1,1,29
1,0,45.58333,3.2,0.04545781,121.2208,1,0,1,126,0,9
1,3,38.16667,4,3e-04,119.625,1,0,4,99,0,9
1,1,37.33333,3.9,0.0916836,297.9717,0,0,0,51,1,21
1,0,37.66667,2,0.0005216484,30.36917,1,0,0,36,1,3
1,0,30.25,2.15,0.0006741573,56.69417,0,0,0,28,1,4
0,1,21.25,3,0.030976,0,0,0,2,18,0,2
1,0,25.33333,3,0.006652,122.515,0,0,0,108,1,19
1,0,23.41667,1.8829,0.1364475,214.0975,0,0,2,27,1,5
1,0,21.83333,3.2,0.0067932,13.4025,0,0,0,32,1,0
1,0,22.16667,3,0.05726571,227.6017,0,0,1,128,1,3
1,1,40.5,2.6,0.004230769,8.333333,1,0,1,12,1,17
1,1,18.66667,1.66,0.0568759,78.42834,0,0,3,12,1,2
0,0,34.33333,2.52,0.1078696,11.16667,0,1,4,150,1,6
0,0,25.08333,1.8,0.007277206,0,0,0,4,36,1,0
1,6,20.08333,1.74,0.0001714286,277.9892,0,0,4,120,1,10
1,0,24.75,1.875,0.08070774,0,0,0,1,14,0,1
1,0,41.91667,3,4e-04,238.8558,1,0,3,6,1,0
1,0,31.08333,4.2,0.0509016,0,0,0,1,72,1,19
1,0,53.33333,4.9,0.000244898,114.8158,1,0,0,108,0,2
1,0,30.66667,2.13,0.02122066,37.08333,0,0,3,76,1,4
0,1,25.41667,3.5,0.0003428572,0,0,0,2,8,0,11
1,0,42.75,1.68,0.1119048,156.5833,0,0,0,18,0,2
1,0,49.66667,2.64,0.08877037,0,0,0,0,12,0,1
0,0,28.58333,1.968,0.006455285,0,1,0,0,31,0,2
1,0,22,3.3,0.03947758,108.3967,1,0,0,153,1,8
1,0,21.41667,1.5896,0.2893312,271.5533,0,0,0,192,1,16
1,2,25.08333,3,0.038453,53.30167,0,1,0,41,0,5
1,0,37.25,3,0.0003428572,68.53333,0,0,2,14,1,6
1,0,41.5,3.8,0.2893312,263.3275,0,0,0,67,1,4
1,0,24.66667,3.36,0.2456279,777.8217,0,0,0,12,1,4
1,0,35.58333,3,0.1754246,0,1,0,0,62,0,0
0,0,43.08333,2.25,0.0005333333,0,0,0,0,60,1,2
1,11,30.33333,2.5,0.0356228,0,0,1,3,30,1,8
